"Event Unique ID","Title","Event Status","Organization","Organization Type","Organization Shipping Address - Street Address","Address line 2","Organization Shipping Address - City","Organization Shipping Address - State","Organization Shipping Address - Zip","Organization Facebook Address","Organization Instagram Address","Organization Twitter @Username","Organization Website","URL","Event Type","Content Area","Target Audience","Special Audiences","Event Date(s)","Event Venue or Facility Name","Street Address","Address line 2","City","State","Zip code","NC County","Coordinates","Cost for Festival Participants","Single Event Price","Event Description","Event Website","In-person/Online"
3701,"Save the Frogs Day","Accepted","Sylvan Heights Bird Park","Non-profit","500 Sylvan Heights Parkway",,"Scotland Neck","North Carolina",27874,,,"shwpark","www.shwpark.com","http://www.ncsciencefestival.org/events/save-frogs-day-6","Hands-On, Outdoor Event","Art & Design, Life Sciences, Science & Society, Environment","Pre-K, Children, Teens, Families",,"04/26/2025 - 10:00am to 2:00pm","Sylvan Heights Bird Park","500 Sylvan Heights Park Way",,"Scotland Neck","North Carolina",27874,"Halifax","POINT (-77.4140173 36.1449386)","FREE","Free with admission","<p>Get hoppin' along to Sylvan Heights Bird Park to celebrate the world's largest day of amphibian conservation and education!</p>
<p>Join Sylvan Heights Bird ParkÂ to celebrate the worldâ€™s largest day of amphibian conservation and education! Park visitors will have opportunities to learn about amphibians, their importance in the wetland ecosystem, and their connection to birds in and around the park.</p>
","https://www.shwpark.com/","In-person"
3702,"Science in the Air","Accepted","Carvers Creek State Park","Government Agency (state or local)","2505 Long Valley Road",,"Spring Lake","North Carolina",28390,"https://www.facebook.com/NorthCarolinaCulture",,,"www.ncparks.gov","http://www.ncsciencefestival.org/events/science-air","Hands-On, Outdoor Event, Performance/Talk","Life Sciences, Earth & Space Sciences, Physics, Engineering, Environment, Technology","Children, Teens, Families, Adults",,"04/26/2025 - 10:00am to 12:00pm","Carvers Creek State Park, Long Valley Farm Access","2505 Long Valley Rd",,"Spring Lake","North Carolina",28390,"Cumberland","POINT (-78.9761162 35.2023998)","FREE",,"<p>Join us for a flight themed program to celebrate NC being the First in Flight State!Â </p>
","https://www.ncparks.gov/state-parks/carvers-creek-state-park","In-person"
3703,"Science On-Deck","Accepted","UNC Nutrition Research Institute","Non-profit","500 Laureate Way",,"Kannapolis","North Carolina",28081,"https://www.facebook.com/unckannapolis","https://www.instagram.com/unc_nri/","@unc_nri","https://uncnri.org/","http://www.ncsciencefestival.org/events/science-deck","Hands-On, Outdoor Event, Performance/Talk","Health, Chemistry, Life Sciences, Science & Society, Environment, Food, Sports & Fitness, Technology","Children, Teens, Families, Adults","Families, Teens, College Alumni","04/29/2025 - 5:30pm to 8:00pm","Atrium Health Ballpark","1 Cannon Baller Way",,"Kannapolis","North Carolina",28081,"Cabarrus","POINT (-80.627349 35.4978869)","My event has a fee","$10 with code NCSciFest","<p>Step up to the plate for Science On-Deck at Atrium Health Ballpark on April 29! Hosted by the Kannapolis Cannon Ballers and the NC Research Campus, this event brings together fun science activities, interactive demonstrations, and special appearances by mascots from UNC Chapel Hill, NC State, and Rowan-Cabarrus Community College. Experience the excitement of STEM with hands-on learning stations that show how science shapes our world. Perfect for families and kids of all ages, itâ€™s a night of discovery you wonâ€™t want to miss!</p>
<p><a href=""https://uncnri.org/stemnight/"">Get your tickets here!</a></p>
","https://uncnri.org/stemnight/","In-person"
3704,"Geology Research Day","Accepted","NC Museum of Natural Sciences","Museum/Science Center","11 W Jones St",,"Raleigh","North Carolina",27601,"facebook.com/naturalsciences","@naturalsciences",,"naturalsciences.org","http://www.ncsciencefestival.org/events/geology-research-day","Hands-On, Indoor Event, Performance/Talk","Chemistry, Earth & Space Sciences","Families",,"04/26/2025 - 10:00am to 2:00pm","NC Museum of Natural Sciences","11 W Jones St",,"Raleigh","North Carolina",27601,"Wake","POINT (-78.6393356 35.7821558)","FREE",,"<p><em>Did you know that amethyst and citrine are both varieties of quartz? Or that North Carolina bricks are made from Triassic aged sediments? Join us at Geology Research Day to learn more about North Carolina rocks and minerals. Geologists from the Museum and beyond are excited to share their gems of wisdom about the fascinating world of geology.</em></p>
<p>The NC Museum of Natural Sciences is a research-based museum with Museum staff who conduct novel research and steward our collections. Our Research Highlight Days feature these researchers and their fields of study. These events are held on the first floor of the Nature Research Center.</p>
","https://www.naturalsciences.org","In-person"
3705,"Greene County Schools STEM Education Expo","Accepted","Greene County Schools","K-12","301 Kingold Blvd",,"Snow Hill","North Carolina",28580,,,"@GCS_STEM","https://gchs.gcsedu.org/en-US/stem-b9f4af68","http://www.ncsciencefestival.org/events/greene-county-schools-stem-education-expo-0","Hands-On, Indoor Event, Outdoor Event, Expo","Art & Design, Health, Business & Careers, Chemistry, Life Sciences, Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Environment, Food, Technology","Pre-K, Children, Teens, Families, Adults",,"04/29/2025 - 4:00pm to 7:00pm","Greene County Middle School","485 Middle School Rd",,"Snow Hill","North Carolina",28580,"Greene","POINT (-77.668645 35.4921501)","FREE",,"<p>Greene County Schools will host itsÂ Annual STEM Education Expo to celebrate Pre-K-through-13 student learning in science, technology, engineering, and math. The Expo serves to showcase student products, engage the community, strengthen partnerships and raise STEM Education awareness. Events for the whole family include robot demonstrations, drone challenges, 3D printing, arts/crafts, CSI Escape Rooms and more!</p>
",,"In-person"
3706,"Halifax Squadron of the Civil Air Patrol","Accepted","Sylvan Heights Bird Park","Non-profit","500 Sylvan Heights Parkway",,"Scotland Neck","North Carolina",27874,,,"shwpark","www.shwpark.com","http://www.ncsciencefestival.org/events/halifax-squadron-civil-air-patrol","Hands-On, Outdoor Event, Performance/Talk","Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Technology","Pre-K, Children, Teens, Families",,"04/12/2025 - 11:00am to 1:00pm","Sylvan Heights Bird Park","500 Sylvan Heights Park Way",,"Scotland Neck","North Carolina",27874,"Halifax","POINT (-77.4140173 36.1449386)","FREE","Free with paid admission to the bird park","<p>Are you interested in flying? Join us at Sylvan Heights Bird Park to talk with volunteers from the Civil Air Patrol! We will discuss aeroscpace science and flight using flight simulators. Come learn with us!</p>
","https://www.shwpark.com/","In-person"
3707,"Science:  Everyday, Everywhere, Everyone","Accepted","South Piedmont Community College","Community College","112 Joel Street",,"Wingate","North Carolina",28174,"https://www.facebook.com/SouthPiedmontCC","https://www.instagram.com/southpiedmontcc/","https://twitter.com/SouthPiedmontCC","www.spcc.edu","http://www.ncsciencefestival.org/events/science-everyday-everywhere-everyone","Hands-On, Indoor Event","Health, Chemistry, Life Sciences, Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Environment, Technology","Children, Teens, Families, Adults, Special Audience","Homeschoolers","04/14/2025 - 2:00pm to 5:00pm","Hampton B. Allen Library","1200 N. Greene St.",,"Wadesboro","North Carolina",28170,"Anson","POINT (-80.0710091 34.9791525)","FREE",,"<p>If you think science only happens in the lab, then you are wrong!Â This FREE event is open to kids and adults who want to do hands-on science activities and learn more about how science touches all aspects of our lives. Create solar critters that dance with the power of the sun, build your own tiny terrarium, and more!</p>
<p>The event will cater to homeschool students between 2-3pm and will be open to the entire community 3-5pm.Â Our hands-onÂ activities are best for kids 5 and up, but younger kids can still partipate with a little help from a parent.</p>
<p>This event is organized by South Piedmont Community College and the Hampton B. Allen Library with sponsorship from the NC Science Festival.</p>
",,"In-person"
3708,"Twilight Nature Walk","Accepted","The Land at Hawkins Loop","Business","294 Hawkins Loop Rd",,"Hurdle Mills","North Carolina",27541,"https://www.facebook.com/share/15UJeZgmLf/?mibextid=wwXIfr","https://www.instagram.com/hawkinsloop?igsh=MTdvZ3ljb2F0a3NjNQ%3D%3D&utm_source=qr","N/a","www.hawkinsloop.com","http://www.ncsciencefestival.org/events/twilight-nature-walk","Hands-On, Outdoor Event, Tour, Stargazing","Earth & Space Sciences, Environment","Pre-K, Children, Teens, Families, Adults",,"04/12/2025 - 6:00pm to 9:00pm","The Land at Hawkins Loop","294 Hawkins Loop",,"Hurdle Mills","North Carolina",27541,"Person","POINT (-79.0627066 36.2691798)","My event has a fee","Admission is free; $10 parking fee per vehicle","<p>ActivateÂ your senses while theÂ natural world transitions from day to night at this all ages, outdoor event! Educators will guide groups through pasture and wooded trails while the full moon rises over the pond. Check out designated observation areas for the night sky,Â birds, moths, frogs, native plants, and more. Grab a bite from our food vendors and bring a blanket to relax on the lawn or sit by the campfire in our picnic area.</p>
<p>The Land at Hawkins Loop, located less than 30 minutes from Durham, Hillsborough, Roxboro in beautiful Person County, offers more than 50 acres of pasture and old growth forest, heavily populated by a wide range of birds and wildlife - including a priority block of the <a href=""https://ebird.org/atlasnc/home"">North Carolina Bird Atlas</a>Â citizen science initiative!</p>
<p><a href=""https://www.eventbrite.com/e/twilight-nature-walk-tickets-1230757642239?aff=oddtdtcreator"">Register here!</a></p>
","https://www.hawkinsloop.com/upcoming-events","In-person"
3709,"Full STEAM Ahead Carolina Sumo Bot Workshop","Accepted","Full STEAM Ahead Carolina Inc.","Non-profit","208 West Blvd Ste 1A",,"Burnsville","North Carolina",28714,"www.facebook.com/fullsteamaheadcarolina","www.instagram.com/fullsteamaheadcarolina","FullSTEAMAheadCarolinaInc","www.fullsteamaheadcarolina.org","http://www.ncsciencefestival.org/events/full-steam-ahead-carolina-sumo-bot-workshop","Hands-On, Indoor Event","Physics, Engineering","Children, Teens, Families",,"04/01/2025 - 5:30pm to 7:00pm 04/08/2025 - 5:30pm to 7:00pm 04/15/2025 - 5:30pm to 7:00pm 04/22/2025 - 5:30pm to 7:00pm 04/29/2025 - 5:30pm to 7:00pm","First Presbyterian Church of Burnsville","120 Church Street",,"Burnsville","North Carolina",28714,"Yancey","POINT (-82.3052974 35.9172301)","My event has a fee","$30, includes workshop, robot materials, and competition registration","<p>Join us for a workshop to prepare for theÂ Full STEAM Ahead Carolina Sumo Bot Competition!Â </p>
<p>Robotic sumo is a competition where two robots, known as sumo-bots, attempt to push each other out of an arena using sensors, clever programming, and innovative design. The arena for the contest is a 4-foot diameter circle, and the time given for each round is 3 minutes. Your goal is to create a sumo-botÂ that can push its opponent out of the arena before being pushed out of the arena by the competing sumo-bot!</p>
<p>Workshops are available each Tuesday evening in April from 5:30pm to 7pm, and the competition will be in May.Â </p>
<p>All proceeds benefit Full STEAM Ahead Carolina, a Yancey County non-profit offering robotics programs for Yancey and Mitchell counties.</p>
<p><em>Registration information coming soon!</em></p>
","https://www.fullsteamaheadcarolina.org","In-person"
3712,"STEM in the Park","Accepted","Brown Educational Initiative","Non-profit","939 Bakers School Road",,"Scotland Neck","North Carolina",27874,"://www.facebook.com/Brown.Education.Initiative/",,"https://twitter.com/browninitiative","https://brownedinitiative.weebly.com/","http://www.ncsciencefestival.org/events/stem-park-2","Hands-On, Outdoor Event","Art & Design, Health, Business & Careers, Chemistry, Life Sciences, Earth & Space Sciences, Mathematics, Physics, Engineering, Science & Society, Environment, Food, Sports & Fitness, Technology","Pre-K, Children, Teens, Families, Adults","Families, Students, Schools. Adults, seniors ","04/26/2025 - 11:00am to 3:00pm",,"1310 Main Street",,"Scotland Neck","North Carolina",27874,"Halifax","POINT (-77.4213938 36.1334611)","FREE",,"<p>Join in onÂ a day of fun hands-on science activities across all fields of science. All ages are invited!</p>
",,"In-person"
3713,"NC A&T: Reality of Ag","Accepted","NC Cooperative Extension","UNC System","301 W Tryon St",,"Winton","North Carolina",27986,,,,,"http://www.ncsciencefestival.org/events/nc-reality-ag","Hands-On, Indoor Event, Outdoor Event","Mathematics, Engineering, Science & Society, Environment, Food, Sports & Fitness","Teens",,"04/14/2025 - 9:00am to 11:00am","Middle and High Schools",,,,"North Carolina",,"Hertford","POINT (-79.0192997 35.7595731)","FREE",,"<p><em>This program through NC A&T will be available for youth 6th-12th graders currently enrolled in public school in Gates County, NC.Â Â </em></p>
<p>Want to know how agriculture affects your daily life? The Reality of Ag Fair is a school-based program by Cooperative Extension at NC A&T that brings agricultural awareness to 6-12th grade youth. From the farm to sports and so much more, youth gain a greater appreciation forÂ a field that is truly the backbone of our state and country.Â </p>
",,"In-person"
